id,title,difficulty,acceptance_rate,likes,related_topics,time_taken,difficulty_label,Cluster_label
1448,Count Good Nodes in Binary Tree,Medium,71.3,639,"Tree,Depth-first Search",30,2,22
1449,Form Largest Integer With Digits That Add up to Target,Hard,44.3,332,"String,Dynamic Programming",50,1,9
1450,Number of Students Doing Homework at a Given Time,Easy,77.1,356,,15,0,7
1451,Rearrange Words in a Sentence,Medium,59.8,274,"String,Sort",30,2,24
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,Medium,55.2,163,"String,Sort",30,2,24
1453,Maximum Number of Darts Inside of a Circular Dartboard,Hard,35.5,86,Geometry,50,1,11
1454,Active Users,Medium,38.8,162,,30,2,4
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,Easy,65.5,289,String,15,0,17
1456,Maximum Number of Vowels in a Substring of Given Length,Medium,54.9,386,"String,Sliding Window",30,2,24
1457,Pseudo-Palindromic Paths in a Binary Tree,Medium,70.1,644,"Bit Manipulation,Tree,Depth-first Search",30,2,22
1458,Max Dot Product of Two Subsequences,Hard,43.4,410,Dynamic Programming,50,1,9
1459,Rectangles Area,Medium,65.5,31,,30,2,24
1460,Make Two Arrays Equal by Reversing Sub-arrays,Easy,72.2,359,Array,15,0,7
1461,Check If a String Contains All Binary Codes of Size K,Medium,54.3,518,"String,Bit Manipulation",30,2,24
1462,Course Schedule IV,Medium,44.7,360,Graph,30,2,3
1463,Cherry Pickup II,Hard,68.8,742,Dynamic Programming,50,1,6
1464,Maximum Product of Two Elements in an Array,Easy,77.1,403,Array,15,0,7
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,Medium,33.7,284,Array,30,2,4
1466,Reorder Routes to Make All Paths Lead to the City Zero,Medium,62.0,621,"Tree,Depth-first Search",30,2,24
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,Hard,61.0,156,,50,1,6
1468,Calculate Salaries,Medium,82.2,44,,30,2,18
1469,Find All The Lonely Nodes,Easy,80.5,223,"Tree,Depth-first Search",15,0,12
1470,Shuffle the Array,Easy,88.2,1080,Array,15,0,0
1471,The k Strongest Values in an Array,Medium,58.5,240,"Array,Sort",30,2,24
1472,Design Browser History,Medium,71.9,454,Design,30,2,18
1473,Paint House III,Hard,48.5,335,Dynamic Programming,50,1,9
1474,Delete N Nodes After M Nodes of a Linked List,Easy,73.9,175,Linked List,15,0,7
1475,Final Prices With a Special Discount in a Shop,Easy,75.0,437,Array,15,0,7
1476,Subrectangle Queries,Medium,88.0,184,Array,30,2,18
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,Medium,34.9,722,Dynamic Programming,30,2,4
1478,Allocate Mailboxes,Hard,53.8,428,"Math,Dynamic Programming",50,1,9
1479,Sales by Day of the Week,Hard,83.3,56,,50,1,6
1480,Running Sum of 1d Array,Easy,88.6,1168,Array,15,0,0
1481,Least Number of Unique Integers after K Removals,Medium,55.9,343,"Array,Sort",30,2,24
1482,Minimum Number of Days to Make m Bouquets,Medium,50.6,809,"Array,Binary Search",30,2,5
1483,Kth Ancestor of a Tree Node,Hard,31.4,425,Dynamic Programming,50,1,11
1484,Group Sold Products By The Date,Easy,85.2,115,,15,0,12
1485,Clone Binary Tree With Random Pointer,Medium,79.5,151,"Hash Table,Tree,Depth-first Search,Breadth-first Search",30,2,18
1486,XOR Operation in an Array,Easy,84.0,450,"Array,Bit Manipulation",15,0,12
1487,Making File Names Unique,Medium,31.2,220,"Hash Table,String",30,2,4
1488,Avoid Flood in The City,Medium,24.6,550,"Array,Hash Table",30,2,4
1489,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,Hard,51.5,222,"Depth-first Search,Union Find",50,1,9
1490,Clone N-ary Tree,Medium,83.4,146,"Hash Table,Tree,Depth-first Search,Breadth-first Search",30,2,18
1491,Average Salary Excluding the Minimum and Maximum Salary,Easy,68.5,272,"Array,Sort",15,0,7
1492,The kth Factor of n,Medium,63.1,305,Math,30,2,24
1493,Longest Subarray of 1's After Deleting One Element,Medium,57.7,371,Array,30,2,24
1494,Parallel Courses II,Hard,31.2,353,Graph,50,1,11
1495,Friendly Movies Streamed Last Month,Easy,51.3,30,,15,0,14
1496,Path Crossing,Easy,55.3,286,String,15,0,17
1497,Check If Array Pairs Are Divisible by k,Medium,40.3,444,"Array,Math,Greedy",30,2,4
1498,Number of Subsequences That Satisfy the Given Sum Condition,Medium,38.8,544,"Sort,Sliding Window",30,2,4
1499,Max Value of Equation,Hard,45.0,349,"Array,Sliding Window",50,1,9
1500,Design a File Sharing System,Medium,46.4,26,"Array,Design",30,2,3
1501,Countries You Can Safely Invest In,Medium,60.5,76,,30,2,24
1502,Can Make Arithmetic Progression From Sequence,Easy,71.2,321,"Array,Sort",15,0,7
1503,Last Moment Before All Ants Fall Out of a Plank,Medium,53.2,221,"Array,Brainteaser",30,2,3
1504,Count Submatrices With All Ones,Medium,60.7,833,Dynamic Programming,30,2,24
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,Hard,36.4,212,Greedy,50,1,11
1506,Find Root of N-Ary Tree,Medium,80.1,224,,30,2,18
1507,Reformat Date,Easy,60.1,118,String,15,0,17
1508,Range Sum of Sorted Subarray Sums,Medium,60.4,294,"Array,Sort",30,2,24
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,Medium,52.8,298,"Array,Sort",30,2,3
1510,Stone Game IV,Hard,58.9,403,Dynamic Programming,50,1,6
1511,Customer Order Frequency,Easy,74.1,102,,15,0,7
1512,Number of Good Pairs,Easy,87.7,1058,"Array,Hash Table,Math",15,0,0
1513,Number of Substrings With Only 1s,Medium,42.0,303,"Math,String",30,2,3
1514,Path with Maximum Probability,Medium,40.9,554,Graph,30,2,4
1515,Best Position for a Service Centre,Hard,38.3,109,Geometry,50,1,11
1516,Move Sub-Tree of N-Ary Tree,Hard,64.2,13,Tree,50,1,6
1517,Find Users With Valid E-Mails,Easy,71.2,57,,15,0,7
1518,Water Bottles,Easy,60.6,416,Greedy,15,0,17
1519,Number of Nodes in the Sub-Tree With the Same Label,Medium,37.2,240,"Depth-first Search,Breadth-first Search",30,2,4
1520,Maximum Number of Non-Overlapping Substrings,Hard,36.5,341,Greedy,50,1,11
1521,Find a Value of a Mysterious Function Closest to Target,Hard,44.2,200,"Binary Search,Bit Manipulation,Segment Tree",50,1,9
1522,Diameter of N-Ary Tree,Medium,69.4,131,,30,2,18
1523,Count Odd Numbers in an Interval Range,Easy,54.2,203,Math,15,0,17
1524,Number of Sub-arrays With Odd Sum,Medium,40.1,357,"Array,Math",30,2,4
1525,Number of Good Ways to Split a String,Medium,66.8,405,"String,Bit Manipulation",30,2,24
1526,Minimum Number of Increments on Subarrays to Form a Target Array,Hard,60.3,302,Segment Tree,50,1,6
1527,Patients With a Condition,Easy,63.1,22,,15,0,17
1528,Shuffle String,Easy,85.7,544,Sort,15,0,12
1529,Bulb Switcher IV,Medium,70.8,364,String,30,2,18
1530,Number of Good Leaf Nodes Pairs,Medium,56.5,654,"Tree,Depth-first Search",30,2,24
1531,String Compression II,Hard,34.1,286,"String,Dynamic Programming",50,1,11
1532,The Most Recent Three Orders,Medium,72.8,54,,30,2,18
1533,Find the Index of the Large Integer,Medium,54.5,48,Binary Search,30,2,24
1534,Count Good Triplets,Easy,80.3,209,Array,15,0,12
1535,Find the Winner of an Array Game,Medium,47.6,321,Array,30,2,3
1536,Minimum Swaps to Arrange a Binary Grid,Medium,43.7,279,Greedy,30,2,3
1537,Get the Maximum Score,Hard,36.6,324,Dynamic Programming,50,1,11
1538,Guess the Majority in a Hidden Array,Medium,61.3,44,,30,2,24
1539,Kth Missing Positive Number,Easy,54.9,912,"Array,Hash Table",15,0,21
1540,Can Convert String in K Moves,Medium,31.2,203,"String,Greedy",30,2,4
1541,Minimum Insertions to Balance a Parentheses String,Medium,43.1,292,"String,Stack",30,2,3
1542,Find Longest Awesome Substring,Hard,36.7,317,"String,Bit Manipulation",50,1,11
1543,Fix Product Name Format,Easy,67.1,30,,15,0,17
1544,Make The String Great,Easy,55.5,395,"String,Stack",15,0,17
1545,Find Kth Bit in Nth Binary String,Medium,57.6,210,String,30,2,24
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,Medium,43.9,467,Dynamic Programming,30,2,3
1547,Minimum Cost to Cut a Stick,Hard,52.9,415,Dynamic Programming,50,1,9
1548,The Most Similar Path in a Graph,Hard,54.5,133,"Dynamic Programming,Graph",50,1,6
1549,The Most Recent Orders for Each Product,Medium,67.1,30,,30,2,24
1550,Three Consecutive Odds,Easy,64.5,193,Array,15,0,17
1551,Minimum Operations to Make Array Equal,Medium,81.0,433,Math,30,2,18
1552,Magnetic Force Between Two Balls,Medium,49.3,500,"Array,Binary Search",30,2,3
1553,Minimum Number of Days to Eat N Oranges,Hard,29.9,403,Dynamic Programming,50,1,11
1554,Strings Differ by One Character,Medium,63.9,65,,30,2,24
1555,Bank Account Summary,Medium,53.0,57,,30,2,3
1556,Thousand Separator,Easy,57.2,198,,15,0,17
1557,Minimum Number of Vertices to Reach All Nodes,Medium,75.8,519,Graph,30,2,18
1558,Minimum Numbers of Function Calls to Make Target Array,Medium,63.4,247,Greedy,30,2,24
1559,Detect Cycles in 2D Grid,Hard,44.6,266,Depth-first Search,50,1,9
1560,Most Visited Sector in  a Circular Track,Easy,56.8,126,Array,15,0,17
1561,Maximum Number of Coins You Can Get,Medium,77.3,235,,30,2,18
1562,Find Latest Group of Size M,Medium,39.7,322,Binary Search,30,2,4
1563,Stone Game V,Hard,40.0,203,,50,1,11
1564,Put Boxes Into the Warehouse I,Medium,65.6,69,Greedy,30,2,24
1565,Unique Orders and Customers Per Month,Easy,83.1,30,,15,0,12
1566,Detect Pattern of Length M Repeated K or More Times,Easy,42.6,297,Array,15,0,14
1567,Maximum Length of Subarray With Positive Product,Medium,36.9,379,Greedy,30,2,4
1568,Minimum Number of Days to Disconnect Island,Hard,50.2,180,Greedy,50,1,9
1569,Number of Ways to Reorder Array to Get Same BST,Hard,50.0,179,Dynamic Programming,50,1,9
1570,Dot Product of Two Sparse Vectors,Medium,91.2,239,"Array,Hash Table,Two Pointers",30,2,18
1571,Warehouse Manager,Easy,90.0,43,,15,0,12
1572,Matrix Diagonal Sum,Easy,77.6,415,Array,15,0,7
1573,Number of Ways to Split a String,Medium,31.3,257,String,30,2,4
1574,Shortest Subarray to be Removed to Make Array Sorted,Medium,34.1,532,"Array,Binary Search",30,2,4
1575,Count All Possible Routes,Hard,57.1,214,Dynamic Programming,50,1,6
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,Easy,50.0,204,String,15,0,14
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,Medium,37.9,144,,30,2,4
1578,Minimum Deletion Cost to Avoid Repeating Letters,Medium,60.6,376,Greedy,30,2,24
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,Hard,46.3,307,Union Find,50,1,9
1580,Put Boxes Into the Warehouse II,Medium,61.6,73,Greedy,30,2,24
1581,Customer Who Visited but Did Not Make Any Transactions,Easy,89.7,40,,15,0,12
1582,Special Positions in a Binary Matrix,Easy,64.3,233,Array,15,0,17
1583,Count Unhappy Friends,Medium,55.1,102,Array,30,2,24
1584,Min Cost to Connect All Points,Medium,53.2,415,Union Find,30,2,3
1585,Check If String Is Transformable With Substring Sort Operations,Hard,48.5,233,"String,Greedy",50,1,9
1586,Binary Search Tree Iterator II,Medium,67.0,71,"Tree,Design",30,2,24
1587,Bank Account Summary II,Easy,89.9,42,,15,0,12
1588,Sum of All Odd Length Subarrays,Easy,81.6,684,Array,15,0,12
1589,Maximum Sum Obtained of Any Permutation,Medium,35.0,296,Greedy,30,2,4
1590,Make Sum Divisible by P,Medium,27.0,461,"Array,Hash Table,Math,Binary Search",30,2,4
1591,Strange Printer II,Hard,55.3,179,Greedy,50,1,6
1592,Rearrange Spaces Between Words,Easy,43.6,129,String,15,0,14
1593,Split a String Into the Max Number of Unique Substrings,Medium,49.8,305,Backtracking,30,2,3
1594,Maximum Non Negative Product in a Matrix,Medium,32.4,305,"Dynamic Programming,Greedy",30,2,4
1595,Minimum Cost to Connect Two Groups of Points,Hard,43.6,207,"Dynamic Programming,Graph",50,1,9
1596,The Most Frequently Ordered Products for Each Customer,Medium,85.0,67,,30,2,18
1597,Build Binary Expression Tree From Infix Expression,Hard,59.0,77,"String,Tree",50,1,6
1598,Crawler Log Folder,Easy,63.7,199,Stack,15,0,17
1599,Maximum Profit of Operating a Centennial Wheel,Medium,43.7,52,Greedy,30,2,3
1600,Throne Inheritance,Medium,60.6,105,"Tree,Design",30,2,24
1601,Maximum Number of Achievable Transfer Requests,Hard,47.8,172,Dynamic Programming,50,1,9
1602,Find Nearest Right Node in Binary Tree,Medium,73.5,154,"Tree,Breadth-first Search",30,2,18
1603,Design Parking System,Easy,86.2,282,Design,15,0,12
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,Medium,42.9,82,"String,Ordered Map",30,2,3
1605,Find Valid Matrix Given Row and Column Sums,Medium,77.2,418,Greedy,30,2,18
1606,Find Servers That Handled Most Number of Requests,Hard,37.4,191,Ordered Map,50,1,11
1607,Sellers With No Sales,Easy,55.5,23,,15,0,17
1608,Special Array With X Elements Greater Than or Equal X,Easy,61.2,240,Array,15,0,17
1609,Even Odd Tree,Medium,52.4,275,Tree,30,2,3
1610,Maximum Number of Visible Points,Hard,30.4,148,"Two Pointers,Geometry",50,1,11
1611,Minimum One Bit Operations to Make Integers Zero,Hard,57.7,144,"Dynamic Programming,Bit Manipulation",50,1,6
1612,Check If Two Expression Trees are Equivalent,Medium,69.8,58,"Hash Table,Tree",30,2,18
1613,Find the Missing IDs,Medium,74.8,65,,30,2,18
1614,Maximum Nesting Depth of the Parentheses,Easy,82.7,298,String,15,0,12
1615,Maximal Network Rank,Medium,52.7,218,Graph,30,2,3
1616,Split Two Strings to Make Palindrome,Medium,36.1,295,"Two Pointers,String,Greedy",30,2,4
1617,Count Subtrees With Max Distance Between Cities,Hard,63.2,156,Backtracking,50,1,6
1618,Maximum Font to Fit a Sentence in a Screen,Medium,56.7,44,"String,Binary Search",30,2,24
1619,Mean of Array After Removing Some Elements,Easy,64.7,128,Array,15,0,17
1620,Coordinate With Maximum Network Quality,Medium,37.1,43,Greedy,30,2,4
1621,Number of Sets of K Non-Overlapping Line Segments,Medium,41.4,192,Dynamic Programming,30,2,3
1622,Fancy Sequence,Hard,15.0,166,"Math,Design",50,1,11
1623,All Valid Triplets That Can Represent a Country,Easy,89.0,28,,15,0,12
1624,Largest Substring Between Two Equal Characters,Easy,58.6,201,,15,0,17
1625,Lexicographically Smallest String After Applying Operations,Medium,64.3,139,"Depth-first Search,Breadth-first Search",30,2,24
1626,Best Team With No Conflicts,Medium,38.4,411,Dynamic Programming,30,2,4
1627,Graph Connectivity With Threshold,Hard,40.2,163,"Math,Union Find",50,1,11
1628,Design an Expression Tree With Evaluate Function,Medium,79.4,95,"Tree,Design,OOP",30,2,18
1629,Slowest Key,Easy,59.1,190,Array,15,0,17
1630,Arithmetic Subarrays,Medium,77.7,202,Sort,30,2,18
1631,Path With Minimum Effort,Medium,50.0,1027,"Binary Search,Depth-first Search,Union Find,Graph",30,2,5
1632,Rank Transform of a Matrix,Hard,31.9,193,"Greedy,Union Find",50,1,11
1633,Percentage of Users Attended a Contest,Easy,71.3,18,,15,0,7
1634,Add Two Polynomials Represented as Linked Lists,Medium,54.2,38,Linked List,30,2,24
1635,Hopper Company Queries I,Hard,56.2,26,,50,1,6
1636,Sort Array by Increasing Frequency,Easy,66.7,388,"Array,Sort",15,0,17
1637,Widest Vertical Area Between Two Points Containing No Points,Medium,83.6,69,Sort,30,2,18
1638,Count Substrings That Differ by One Character,Medium,70.1,196,"Hash Table,String,Trie,Rolling Hash",30,2,18
1639,Number of Ways to Form a Target String Given a Dictionary,Hard,40.0,129,Dynamic Programming,50,1,11
1640,Check Array Formation Through Concatenation,Easy,59.8,451,"Array,Hash Table,Sort",15,0,17
1641,Count Sorted Vowel Strings,Medium,75.8,856,"Math,Dynamic Programming,Backtracking",30,2,22
1642,Furthest Building You Can Reach,Medium,50.0,509,"Binary Search,Heap",30,2,3
1643,Kth Smallest Instructions,Hard,44.8,193,Dynamic Programming,50,1,9
1644,Lowest Common Ancestor of a Binary Tree II,Medium,56.2,124,Tree,30,2,24
1645,Hopper Company Queries II,Hard,39.1,22,,50,1,11
1646,Get Maximum in Generated Array,Easy,53.2,150,,15,0,17
1647,Minimum Deletions to Make Character Frequencies Unique,Medium,55.1,345,"Greedy,Sort",30,2,24
1648,Sell Diminishing-Valued Colored Balls,Medium,30.5,253,"Math,Greedy,Sort",30,2,4
1649,Create Sorted Array through Instructions,Hard,36.5,341,"Binary Search,Binary Indexed Tree,Segment Tree,Ordered Map",50,1,11
1650,Lowest Common Ancestor of a Binary Tree III,Medium,76.7,149,Tree,30,2,18
1651,Hopper Company Queries III,Hard,67.2,9,,50,1,6
1652,Defuse the Bomb,Easy,61.7,204,,15,0,17
1653,Minimum Deletions to Make String Balanced,Medium,51.5,281,"String,Greedy",30,2,3
1654,Minimum Jumps to Reach Home,Medium,25.3,247,,30,2,4
1655,Distribute Repeating Integers,Hard,40.0,115,"Dynamic Programming,Backtracking",50,1,11
1656,Design an Ordered Stream,Easy,82.1,88,"Array,Design",15,0,12
1657,Determine if Two Strings Are Close,Medium,55.3,416,Greedy,30,2,24
1658,Minimum Operations to Reduce X to Zero,Medium,33.3,789,"Two Pointers,Binary Search,Greedy,Sliding Window",30,2,4
1659,Maximize Grid Happiness,Hard,35.6,128,"Dynamic Programming,Backtracking",50,1,11
1660,Correct a Binary Tree,Medium,76.4,72,Tree,30,2,18
1661,Average Time of Process per Machine,Easy,79.4,38,,15,0,12
1662,Check If Two String Arrays are Equivalent,Easy,82.6,336,String,15,0,12
1663,Smallest String With A Given Numeric Value,Medium,64.4,390,Greedy,30,2,24
1664,Ways to Make a Fair Array,Medium,62.2,401,"Dynamic Programming,Greedy",30,2,24
1665,Minimum Initial Energy to Finish Tasks,Hard,65.1,207,Greedy,50,1,6
1666,Change the Root of a Binary Tree,Medium,68.5,26,"Tree,Depth-first Search",30,2,18
1667,Fix Names in a Table,Easy,63.0,16,,15,0,17
1668,Maximum Repeating Substring,Easy,38.7,150,String,15,0,14
1669,Merge In Between Linked Lists,Medium,75.7,287,Linked List,30,2,18
1670,Design Front Middle Back Queue,Medium,54.1,185,"Linked List,Design,Dequeue",30,2,24
1671,Minimum Number of Removals to Make Mountain Array,Hard,45.4,257,Dynamic Programming,50,1,9
1672,Richest Customer Wealth,Easy,88.2,413,Array,15,0,12
1673,Find the Most Competitive Subsequence,Medium,45.5,722,"Stack,Heap,Greedy,Queue",30,2,3
1674,Minimum Moves to Make Array Complementary,Medium,34.8,269,Greedy,30,2,4
1675,Minimize Deviation in Array,Hard,48.2,406,"Heap,Ordered Map",50,1,9
1676,Lowest Common Ancestor of a Binary Tree IV,Medium,79.3,97,"Tree,Depth-first Search",30,2,18
1677,Product's Worth Over Invoices,Easy,73.1,11,,15,0,7
1678,Goal Parser Interpretation,Easy,85.3,235,,15,0,12
1679,Max Number of K-Sum Pairs,Medium,53.9,400,Hash Table,30,2,24
1680,Concatenation of Consecutive Binary Numbers,Medium,52.3,234,Math,30,2,3
1681,Minimum Incompatibility,Hard,35.8,109,"Backtracking,Greedy",50,1,11
1682,Longest Palindromic Subsequence II,Medium,51.5,49,"String,Dynamic Programming",30,2,3
1683,Invalid Tweets,Easy,90.8,32,,15,0,12
1684,Count the Number of Consistent Strings,Easy,81.9,255,String,15,0,12
1685,Sum of Absolute Differences in a Sorted Array,Medium,63.0,293,,30,2,24
1686,Stone Game VI,Medium,50.1,222,Greedy,30,2,3
1687,Delivering Boxes from Storage to Ports,Hard,35.4,129,"Two Pointers,Dynamic Programming,Segment Tree,Dequeue",50,1,11
1688,Count of Matches in Tournament,Easy,81.5,258,,15,0,12
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,Medium,87.1,175,Greedy,30,2,18
1690,Stone Game VII,Medium,49.0,214,Dynamic Programming,30,2,3
1691,Maximum Height by Stacking Cuboids,Hard,50.2,177,"Dynamic Programming,Sort",50,1,9
1692,Count Ways to Distribute Candies,Hard,61.6,24,Dynamic Programming,50,1,6
1693,Daily Leads and Partners,Easy,90.7,29,,15,0,12
1694,Reformat Phone Number,Easy,65.4,103,String,15,0,17
1695,Maximum Erasure Value,Medium,49.4,223,Two Pointers,30,2,3
1696,Jump Game VI,Medium,51.8,341,Dequeue,30,2,3
1697,Checking Existence of Edge Length Limited Paths,Hard,54.2,266,"Sort,Union Find",50,1,9
1698,Number of Distinct Substrings in a String,Medium,60.8,43,"String,Trie,Rolling Hash,Suffix Array",30,2,24
1699,Number of Calls Between Two Persons,Medium,86.5,34,,30,2,18
1700,Number of Students Unable to Eat Lunch,Easy,67.8,238,Array,15,0,7
1701,Average Waiting Time,Medium,61.3,160,Array,30,2,24
1702,Maximum Binary String After Change,Medium,59.5,196,Greedy,30,2,24
1703,Minimum Adjacent Swaps for K Consecutive Ones,Hard,40.1,187,Stack,50,1,11
1704,Determine if String Halves Are Alike,Easy,78.9,261,,15,0,7
1705,Maximum Number of Eaten Apples,Medium,41.8,266,"Heap,Greedy",30,2,3
1706,Where Will the Ball Fall,Medium,60.4,240,Dynamic Programming,30,2,24
1707,Maximum XOR With an Element From Array,Hard,46.4,190,"Bit Manipulation,Trie",50,1,9
1708,Largest Subarray Length K,Easy,62.9,30,"Array,Greedy",15,0,17
1709,Biggest Window Between Visits,Medium,82.8,44,,30,2,18
1710,Maximum Units on a Truck,Easy,69.9,276,"Greedy,Sort",15,0,7
1711,Count Good Meals,Medium,26.2,218,"Array,Hash Table,Two Pointers",30,2,4
1712,Ways to Split Array Into Three Subarrays,Medium,29.3,348,"Two Pointers,Binary Search",30,2,4
1713,Minimum Operations to Make a Subsequence,Hard,45.6,223,Greedy,50,1,9
1714,Sum Of Special Evenly-Spaced Elements In Array,Hard,48.7,10,,50,1,9
1715,Count Apples and Oranges,Medium,79.5,28,,30,2,18
1716,Calculate Money in Leetcode Bank,Easy,65.4,215,"Math,Greedy",15,0,17
1717,Maximum Score From Removing Substrings,Medium,40.8,220,Greedy,30,2,3
1718,Construct the Lexicographically Largest Valid Sequence,Medium,46.3,198,"Backtracking,Recursion",30,2,3
1719,Number Of Ways To Reconstruct A Tree,Hard,39.5,64,"Tree,Graph",50,1,11
1720,Decode XORed Array,Easy,85.1,209,,15,0,12
1721,Swapping Nodes in a Linked List,Medium,67.6,472,Linked List,30,2,24
1722,Minimize Hamming Distance After Swap Operations,Medium,54.1,333,"Greedy,Depth-first Search,Union Find",30,2,24
1723,Find Minimum Time to Finish All Jobs,Hard,43.7,211,"Backtracking,Recursion",50,1,9
1724,Checking Existence of Edge Length Limited Paths II,Hard,58.0,17,"Dynamic Programming,Union Find,Graph",50,1,6
1725,Number Of Rectangles That Can Form The Largest Square,Easy,78.0,141,Greedy,15,0,7
1726,Tuple with Same Product,Medium,56.7,208,"Array,Hash Table",30,2,24
1727,Largest Submatrix With Rearrangements,Medium,58.8,346,"Greedy,Sort",30,2,24
1728,Cat and Mouse II,Hard,41.0,79,Dynamic Programming,50,1,11
1729,Find Followers Count,Easy,71.2,18,,15,0,7
1730,Shortest Path to Get Food,Medium,56.4,62,"Depth-first Search,Breadth-first Search,Graph",30,2,24
1731,The Number of Employees Which Report to Each Employee,Easy,49.4,27,,15,0,14
1732,Find the Highest Altitude,Easy,79.9,228,,15,0,12
1733,Minimum Number of People to Teach,Medium,37.6,83,"Array,Greedy",30,2,4
1734,Decode XORed Permutation,Medium,54.0,266,Bit Manipulation,30,2,24
1735,Count Ways to Make Array With Product,Hard,47.9,92,Math,50,1,9
1736,Latest Time by Replacing Hidden Digits,Easy,41.3,98,"String,Greedy",15,0,14
1737,Change Minimum Characters to Satisfy One of Three Conditions,Medium,29.9,141,"String,Greedy",30,2,4
1738,Find Kth Largest XOR Coordinate Value,Medium,62.4,120,Array,30,2,24
1739,Building Boxes,Hard,49.6,130,"Math,Binary Search",50,1,9
1740,Find Distance in a Binary Tree,Medium,68.0,73,"Tree,Depth-first Search,Breadth-first Search",30,2,24
1741,Find Total Time Spent by Each Employee,Easy,91.2,24,,15,0,12
1742,Maximum Number of Balls in a Box,Easy,73.8,148,Array,15,0,7
1743,Restore the Array From Adjacent Pairs,Medium,63.1,231,Greedy,30,2,24
1744,Can You Eat Your Favorite Candy on Your Favorite Day?,Medium,30.5,57,Math,30,2,4
1745,Palindrome Partitioning IV,Hard,49.5,204,"String,Dynamic Programming",50,1,9
1746,Maximum Subarray Sum After One Operation,Medium,62.1,64,Dynamic Programming,30,2,24
1747,Leetflex Banned Accounts,Medium,68.8,32,,30,2,18
1748,Sum of Unique Elements,Easy,75.0,220,"Array,Hash Table",15,0,7
1749,Maximum Absolute Sum of Any Subarray,Medium,52.4,234,,30,2,3
1750,Minimum Length of String After Deleting Similar Ends,Medium,42.4,116,Two Pointers,30,2,3
1751,Maximum Number of Events That Can Be Attended II,Hard,48.1,179,"Binary Search,Dynamic Programming",50,1,9
1752,Check if Array Is Sorted and Rotated,Easy,61.3,171,Array,15,0,17
1753,Maximum Score From Removing Stones,Medium,61.6,160,"Math,Heap",30,2,24
1754,Largest Merge Of Two Strings,Medium,40.7,179,"Greedy,Suffix Array",30,2,3
1755,Closest Subsequence Sum,Hard,35.7,185,"Divide and Conquer,Meet in the Middle",50,1,11
1756,Design Most Recently Used Queue,Medium,77.9,50,"Array,Design,Dequeue",30,2,18
1757,Recyclable and Low Fat Products,Easy,95.6,23,,15,0,12
1758,Minimum Changes To Make Alternating Binary String,Easy,58.3,176,"Array,Greedy",15,0,17
1759,Count Number of Homogenous Substrings,Medium,42.5,149,"String,Greedy",30,2,3
1760,Minimum Limit of Balls in a Bag,Medium,52.7,363,"Binary Search,Heap",30,2,3
1761,Minimum Degree of a Connected Trio in a Graph,Hard,37.5,65,Graph,50,1,11
1762,Buildings With an Ocean View,Medium,80.7,70,Greedy,30,2,18
1763,Longest Nice Substring,Easy,61.5,131,String,15,0,17
1764,Form Array by Concatenating Subarrays of Another Array,Medium,54.7,102,"Array,Greedy",30,2,24
1765,Map of Highest Peak,Medium,55.2,187,"Breadth-first Search,Graph",30,2,24
1766,Tree of Coprimes,Hard,36.7,119,"Math,Tree,Depth-first Search,Breadth-first Search",50,1,11
1767,Find the Subtasks That Did Not Execute,Hard,87.7,26,,50,1,6
1768,Merge Strings Alternately,Easy,75.8,149,String,15,0,7
1769,Minimum Number of Operations to Move All Balls to Each Box,Medium,87.0,301,"Array,Greedy",30,2,18
1770,Maximum Score from Performing Multiplication Operations,Medium,29.5,254,Dynamic Programming,30,2,4
1771,Maximize Palindrome Length From Subsequences,Hard,34.1,182,Dynamic Programming,50,1,11
1772,Sort Features by Popularity,Medium,64.9,19,"Hash Table,Sort",30,2,24
1773,Count Items Matching a Rule,Easy,85.2,197,"Array,String",15,0,12
1774,Closest Dessert Cost,Medium,58.3,186,Greedy,30,2,24
1775,Equal Sum Arrays With Minimum Number of Operations,Medium,50.6,217,Greedy,30,2,3
1776,Car Fleet II,Hard,46.5,167,Math,50,1,9
1777,Product's Price for Each Store,Easy,86.9,21,,15,0,12
1778,Shortest Path in a Hidden Grid,Medium,46.2,32,"Depth-first Search,Breadth-first Search,Graph",30,2,3
1779,Find Nearest Point That Has the Same X or Y Coordinate,Easy,67.5,74,Array,15,0,7
1780,Check if Number is a Sum of Powers of Three,Medium,63.4,182,"Math,Backtracking,Recursion",30,2,24
1781,Sum of Beauty of All Substrings,Medium,57.8,118,"Hash Table,String",30,2,24
1782,Count Pairs Of Nodes,Hard,32.4,101,Graph,50,1,11
